yyyy-mm-dd hh:mm:ss,Power_kW,temp_C,solarRad_W/m2,Hour,Power-1,Power-2
20-03-2019 18:00,251.969,16.61416667,42.1865,18,271.024,273.597
20-03-2019 19:00,213.958,16.135,1.049666667,19,251.969,271.024
20-03-2019 20:00,169.081,15.405,0.819166667,20,213.958,251.969
20-03-2019 21:00,132.4,14.83666667,0.821583333,21,169.081,213.958
20-03-2019 22:00,112.209,14.80083333,0.982916667,22,132.4,169.081
20-03-2019 23:00,110.458,14.32,0.941666667,23,112.209,132.4
21-03-2019 00:00,104.489,13.83583333,0.74525,0,110.458,112.209
21-03-2019 01:00,104.876,13.26416667,0.837666667,1,104.489,110.458
21-03-2019 02:00,105.72,12.8775,0.747666667,2,104.876,104.489
21-03-2019 03:00,103.443,11.9325,1.2855,3,105.72,104.876
21-03-2019 04:00,107.356,10.97166667,1.0385,4,103.443,105.72
21-03-2019 05:00,101.668,10.16333333,0.92775,5,107.356,103.443
21-03-2019 06:00,110.68,9.856666667,8.022583333,6,101.668,107.356
21-03-2019 07:00,168.28,10.14333333,138.4725,7,110.68,101.668
21-03-2019 08:00,209.097,10.95583333,378.3416667,8,168.28,110.68
21-03-2019 09:00,235.627,11.7225,541.7,9,209.097,168.28
21-03-2019 10:00,289.133,13.175,687.275,10,235.627,209.097
21-03-2019 11:00,404.041,14.06666667,788.9166667,11,289.133,235.627
21-03-2019 12:00,317.431,15.32916667,834.4166667,12,404.041,289.133
21-03-2019 13:00,317.676,17.25916667,815.5,13,317.431,404.041
21-03-2019 14:00,330.38,17.5825,746.1666667,14,317.676,317.431
21-03-2019 15:00,299.203,18.06666667,456.35,15,330.38,317.676
21-03-2019 16:00,280.389,18.40166667,389.4333333,16,299.203,330.38
21-03-2019 17:00,274.593,17.47,206.0583333,17,280.389,299.203
21-03-2019 18:00,237.011,15.36166667,38.60333333,18,274.593,280.389
21-03-2019 19:00,192.387,14.16583333,2.43875,19,237.011,274.593
21-03-2019 20:00,160.598,13.91083333,0.777666667,20,192.387,237.011
21-03-2019 21:00,116.357,13.7875,0.659916667,21,160.598,192.387
21-03-2019 22:00,109.821,13.77,0.847,22,116.357,160.598
21-03-2019 23:00,107.061,13.5875,1.036166667,23,109.821,116.357
22-03-2019 00:00,109.837,13.45666667,1.05925,0,107.061,109.821
22-03-2019 01:00,106.827,13.4725,0.794,1,109.837,107.061
22-03-2019 02:00,108.545,12.99083333,1.020083333,2,106.827,109.837
22-03-2019 03:00,106.318,12.7125,0.650833333,3,108.545,106.827
22-03-2019 04:00,106.95,11.41916667,1.010916667,4,106.318,108.545
22-03-2019 05:00,103.439,10.65583333,1.509333333,5,106.95,106.318
22-03-2019 06:00,109.078,10.14333333,8.7145,6,103.439,106.95
22-03-2019 07:00,161.261,10.44083333,137.3325,7,109.078,103.439
22-03-2019 08:00,197.221,10.87333333,341.4166667,8,161.261,109.078
22-03-2019 09:00,238.545,12.33,536.75,9,197.221,161.261
22-03-2019 10:00,260.502,13.41083333,692.45,10,238.545,197.221
22-03-2019 11:00,383.997,14.98333333,797.6666667,11,260.502,238.545
22-03-2019 12:00,299.962,15.9875,838.4166667,12,383.997,260.502
22-03-2019 13:00,288.577,17.1075,816.9166667,13,299.962,383.997
22-03-2019 14:00,304.302,18.3925,733.875,14,288.577,299.962
22-03-2019 15:00,299.357,18.73916667,599.3166667,15,304.302,288.577
22-03-2019 16:00,261.97,18.64583333,422.1083333,16,299.357,304.302
22-03-2019 17:00,243.003,18.53833333,217.8333333,17,261.97,299.357
22-03-2019 18:00,208.932,18.03083333,43.10141667,18,243.003,261.97
22-03-2019 19:00,184.242,17.62666667,1.148916667,19,208.932,243.003
22-03-2019 20:00,147.296,16.51,0.885916667,20,184.242,208.932
22-03-2019 21:00,125.933,16.0025,0.948333333,21,147.296,184.242
22-03-2019 22:00,112.06,15.71583333,0.662166667,22,125.933,147.296
22-03-2019 23:00,109.078,15.38583333,0.9875,23,112.06,125.933
23-03-2019 00:00,105.375,15.27333333,0.862916667,0,109.078,112.06
23-03-2019 01:00,107.226,14.56416667,0.745416667,1,105.375,109.078
23-03-2019 02:00,103.918,13.76583333,1.119083333,2,107.226,105.375
23-03-2019 03:00,107.13,12.9875,0.9485,3,103.918,107.226
23-03-2019 04:00,105.62,12.34916667,0.97375,4,107.13,103.918
23-03-2019 05:00,107.441,12.0325,0.791583333,5,105.62,107.13
23-03-2019 06:00,102.477,11.70666667,9.801083333,6,107.441,105.62
23-03-2019 07:00,118.902,11.83083333,138.52,7,102.477,107.441
23-03-2019 08:00,118.845,12.14666667,341.675,8,118.902,102.477
23-03-2019 09:00,128.528,13.1,533.175,9,118.845,118.902
23-03-2019 10:00,125.799,14.40166667,687.375,10,128.528,118.845
23-03-2019 11:00,124.261,16.6575,789.9166667,11,125.799,128.528
23-03-2019 12:00,131.575,17.93083333,825,12,124.261,125.799
23-03-2019 13:00,122.924,20.30083333,809.8333333,13,131.575,124.261
23-03-2019 14:00,126.109,20.95583333,725.7583333,14,122.924,131.575
23-03-2019 15:00,124.062,21.31333333,592.5416667,15,126.109,122.924
23-03-2019 16:00,128.229,21.225,421.275,16,124.062,126.109
23-03-2019 17:00,123.215,20.94833333,217.7333333,17,128.229,124.062
23-03-2019 18:00,123.154,20.2775,42.618,18,123.215,128.229
23-03-2019 19:00,124.833,19.43,1.081833333,19,123.154,123.215
23-03-2019 20:00,116.054,18.47,1.0795,20,124.833,123.154
23-03-2019 21:00,103.347,17.94083333,1.072666667,21,116.054,124.833
23-03-2019 22:00,105.152,17.60916667,0.955083333,22,103.347,116.054
23-03-2019 23:00,100.824,17.14416667,0.872083333,23,105.152,103.347
24-03-2019 00:00,100.487,15.21833333,1.082,0,100.824,105.152
24-03-2019 01:00,103.807,14.55916667,0.987583333,1,100.487,100.824
24-03-2019 02:00,99.345,14.49,0.888333333,2,103.807,100.487
24-03-2019 03:00,97.873,13.59666667,0.74775,3,99.345,103.807
24-03-2019 04:00,101.925,13.24583333,0.768333333,4,97.873,99.345
24-03-2019 05:00,100.407,12.4725,1.008583333,5,101.925,97.873
24-03-2019 06:00,100.035,12.355,10.99125,6,100.407,101.925
24-03-2019 07:00,101.852,12.7225,138.4183333,7,100.035,100.407
24-03-2019 08:00,98.712,13.41416667,333.925,8,101.852,100.035
24-03-2019 09:00,100.065,14.38666667,525.475,9,98.712,101.852
24-03-2019 10:00,103.964,16.06666667,682.5916667,10,100.065,98.712
24-03-2019 11:00,105.367,17.3375,791.4166667,11,103.964,100.065
24-03-2019 12:00,106.214,17.9075,832.1666667,12,105.367,103.964
24-03-2019 13:00,108.556,18.83166667,753.275,13,106.214,105.367
24-03-2019 14:00,103.857,19.32333333,756.1166667,14,108.556,106.214
24-03-2019 15:00,100.748,19.73083333,603.7166667,15,103.857,108.556
24-03-2019 16:00,105.551,19.9775,423.55,16,100.748,103.857
24-03-2019 17:00,104.926,19.62916667,198.5666667,17,105.551,100.748
24-03-2019 18:00,109.679,18.0225,55.8795,18,104.926,105.551
24-03-2019 19:00,101.449,17.6125,0.837333333,19,109.679,104.926
24-03-2019 20:00,100.33,17.45583333,1.026583333,20,101.449,109.679
24-03-2019 21:00,104.926,16.52083333,0.872,21,100.33,101.449
24-03-2019 22:00,98.647,15.22,0.957583333,22,104.926,100.33
24-03-2019 23:00,100.556,15.49583333,0.7385,23,98.647,104.926
25-03-2019 00:00,103.182,16.02333333,0.636916667,0,100.556,98.647
25-03-2019 01:00,99.414,15.78916667,0.867583333,1,103.182,100.556
25-03-2019 02:00,97.915,15.69583333,0.775083333,2,99.414,103.182
25-03-2019 03:00,104.807,15.28416667,0.775333333,3,97.915,99.414
25-03-2019 04:00,102.885,13.39166667,3.595416667,4,104.807,97.915
25-03-2019 05:00,100.294,12.1725,5.4465,5,102.885,104.807
25-03-2019 06:00,111.606,11.56416667,15.14891667,6,100.294,102.885
25-03-2019 07:00,148.571,12.6225,139.115,7,111.606,100.294
25-03-2019 08:00,189.133,13.7625,339.6416667,8,148.571,111.606
25-03-2019 09:00,228.664,15.04666667,533.2166667,9,189.133,148.571
25-03-2019 10:00,325.316,15.8925,689.675,10,228.664,189.133
25-03-2019 11:00,344.672,17.32333333,791.8333333,11,325.316,228.664
25-03-2019 12:00,323.664,19.37666667,834.1666667,12,344.672,325.316
25-03-2019 13:00,324.378,21.53833333,816.6666667,13,323.664,344.672
25-03-2019 14:00,343.246,22.6775,737.6666667,14,324.378,323.664
25-03-2019 15:00,363.745,22.99583333,603.8833333,15,343.246,324.378
25-03-2019 16:00,349.125,23.01416667,426.5083333,16,363.745,343.246
25-03-2019 17:00,330.351,22.57916667,221.4833333,17,349.125,363.745
25-03-2019 18:00,246.774,22.3275,46.23108333,18,330.351,349.125
25-03-2019 19:00,199.221,21.32,0.91325,19,246.774,330.351
25-03-2019 20:00,163.071,20.8925,0.950333333,20,199.221,246.774
25-03-2019 21:00,143.808,20.20166667,0.8395,21,163.071,199.221
25-03-2019 22:00,134.612,19.41583333,0.872,22,143.808,163.071
25-03-2019 23:00,132.589,18.48,0.798166667,23,134.612,143.808
26-03-2019 00:00,128.845,17.45,0.844416667,0,132.589,134.612
26-03-2019 01:00,126.368,16.595,1.100416667,1,128.845,132.589
26-03-2019 02:00,116.486,15.695,0.948166667,2,126.368,128.845
26-03-2019 03:00,116.221,15.17166667,0.923,3,116.486,126.368
26-03-2019 04:00,113.786,14.62666667,0.789166667,4,116.221,116.486
26-03-2019 05:00,116.662,14.125,0.95975,5,113.786,116.221
26-03-2019 06:00,115.819,13.5775,10.12791667,6,116.662,113.786
26-03-2019 07:00,156.494,13.445,132.2333333,7,115.819,116.662
26-03-2019 08:00,194.733,13.67,321.4083333,8,156.494,115.819
26-03-2019 09:00,345.808,14.27166667,516.0416667,9,194.733,156.494
26-03-2019 10:00,303.508,15.33666667,698.95,10,345.808,194.733
26-03-2019 11:00,333.751,16.60083333,812.25,11,303.508,345.808
26-03-2019 12:00,311.662,17.47416667,843.8333333,12,333.751,303.508
26-03-2019 13:00,311.033,19.30833333,823.3333333,13,311.662,333.751
26-03-2019 14:00,324.619,20.61,677.175,14,311.033,311.662
26-03-2019 15:00,362.621,21.56583333,581.7083333,15,324.619,311.033
26-03-2019 16:00,345.064,21.73333333,334.45,16,362.621,324.619
26-03-2019 17:00,329.935,21.74666667,156.575,17,345.064,362.621
26-03-2019 18:00,233.879,21.22916667,33.65641667,18,329.935,345.064
26-03-2019 19:00,181.783,20.67416667,0.594916667,19,233.879,329.935
26-03-2019 20:00,156.051,20.3525,0.7635,20,181.783,233.879
26-03-2019 21:00,124.721,20.235,0.79125,21,156.051,181.783
26-03-2019 22:00,113.994,19.1675,0.758916667,22,124.721,156.051
26-03-2019 23:00,112.454,17.5125,0.98025,23,113.994,124.721
27-03-2019 00:00,112.348,15.91583333,0.745083333,0,112.454,113.994
27-03-2019 01:00,106.721,14.29666667,2.303,1,112.348,112.454
27-03-2019 02:00,111.055,13.93083333,4.419416667,2,106.721,112.348
27-03-2019 03:00,107.093,13.4425,4.100333333,3,111.055,106.721
27-03-2019 04:00,109.625,12.86833333,4.75875,4,107.093,111.055
27-03-2019 05:00,107.287,12.71666667,5.875166667,5,109.625,107.093
27-03-2019 06:00,117.925,12.65,12.99941667,6,107.287,109.625
27-03-2019 07:00,159.003,12.88083333,146.5475,7,117.925,107.287
27-03-2019 08:00,206.806,13.47666667,352.725,8,159.003,117.925
27-03-2019 09:00,353.637,14.1275,546.6666667,9,206.806,159.003
27-03-2019 10:00,303.66,16.00333333,701.3916667,10,353.637,206.806
27-03-2019 11:00,319.646,17.7125,808.6666667,11,303.66,353.637
27-03-2019 12:00,318.145,18.99083333,850.0833333,12,319.646,303.66
27-03-2019 13:00,316.467,19.45583333,828.8333333,13,318.145,319.646
27-03-2019 14:00,338.844,20.54333333,750.9166667,14,316.467,318.145
27-03-2019 15:00,356.216,21.22,622.5583333,15,338.844,316.467
27-03-2019 16:00,346.288,21.98416667,453.1333333,16,356.216,338.844
27-03-2019 17:00,317.3,21.53166667,246.3333333,17,346.288,356.216
27-03-2019 18:00,247.487,20.56833333,56.27133333,18,317.3,346.288
27-03-2019 19:00,198.318,19.68083333,0.717416667,19,247.487,317.3
27-03-2019 20:00,169.211,19.11166667,0.722,20,198.318,247.487
27-03-2019 21:00,123.844,18.2575,0.793583333,21,169.211,198.318
27-03-2019 22:00,115.534,17.8025,0.798416667,22,123.844,169.211
27-03-2019 23:00,115.49,16.97833333,0.7175,23,115.534,123.844
28-03-2019 00:00,115.194,15.4475,1.003666667,0,115.49,115.534
28-03-2019 01:00,110.767,14.41416667,0.920666667,1,115.194,115.49
28-03-2019 02:00,109.982,13.82833333,4.43525,2,110.767,115.194
28-03-2019 03:00,107.816,13.64666667,6.3905,3,109.982,110.767
28-03-2019 04:00,115.966,13.21833333,4.82625,4,107.816,109.982
28-03-2019 05:00,110.506,11.10083333,4.844166667,5,115.966,107.816
28-03-2019 06:00,115.865,9.944166667,17.44908333,6,110.506,115.966
28-03-2019 07:00,167.437,10.3075,159.3666667,7,115.865,110.506
28-03-2019 08:00,207.191,12.31416667,363.9,8,167.437,115.865
28-03-2019 09:00,360.38,12.9175,556.0916667,9,207.191,167.437
28-03-2019 10:00,304.815,14.91666667,710.675,10,360.38,207.191
28-03-2019 11:00,319.249,16.3425,808.9166667,11,304.815,360.38
28-03-2019 12:00,311.448,17.535,849.25,12,319.249,304.815
28-03-2019 13:00,313.049,18.08583333,825.3333333,13,311.448,319.249
28-03-2019 14:00,329.931,19.61416667,746.3583333,14,313.049,311.448
28-03-2019 15:00,353.371,20.70166667,612.9583333,15,329.931,313.049
28-03-2019 16:00,350.17,21.015,434.2166667,16,353.371,329.931
28-03-2019 17:00,323.541,21.05166667,233.9083333,17,350.17,353.371
28-03-2019 18:00,257.198,20.33083333,51.71458333,18,323.541,350.17
28-03-2019 19:00,197.9,19.62083333,0.952416667,19,257.198,323.541
28-03-2019 20:00,172.486,18.38916667,0.696666667,20,197.9,257.198
28-03-2019 21:00,128.693,16.74666667,0.682833333,21,172.486,197.9
28-03-2019 22:00,114.46,16.58,0.655166667,22,128.693,172.486
28-03-2019 23:00,110.991,16.06416667,0.971416667,23,114.46,128.693
29-03-2019 00:00,114.392,15.12583333,0.6415,0,110.991,114.46
29-03-2019 01:00,112.303,14.235,0.57225,1,114.392,110.991
29-03-2019 02:00,110.616,12.68416667,1.532333333,2,112.303,114.392
29-03-2019 03:00,112.636,11.61166667,1.513916667,3,110.616,112.303
29-03-2019 04:00,109.167,11.04083333,4.461166667,4,112.636,110.616
29-03-2019 05:00,111.878,10.4525,3.394916667,5,109.167,112.636
29-03-2019 06:00,118.567,9.788333333,19.46858333,6,111.878,109.167
29-03-2019 07:00,165.209,10.6525,167.525,7,118.567,111.878
29-03-2019 08:00,193.501,12.0925,374.2333333,8,165.209,118.567
29-03-2019 09:00,346.986,13.24916667,566.475,9,193.501,165.209
29-03-2019 10:00,304.236,15.42333333,722.2833333,10,346.986,193.501
29-03-2019 11:00,317.406,16.31333333,815.8333333,11,304.236,346.986
29-03-2019 12:00,301.993,17.68416667,861.5833333,12,317.406,304.236
29-03-2019 13:00,304.47,19.31666667,837.3416667,13,301.993,317.406
29-03-2019 14:00,346.134,20.17166667,695.3666667,14,304.47,301.993
29-03-2019 15:00,368.454,20.645,447.4333333,15,346.134,304.47
29-03-2019 16:00,344.814,20.8,363.6416667,16,368.454,346.134
29-03-2019 17:00,320.758,20.91833333,238.9916667,17,344.814,368.454
29-03-2019 18:00,235.972,17.95833333,52.11891667,18,320.758,344.814
29-03-2019 19:00,179.241,16.1075,0.94575,19,235.972,320.758
29-03-2019 20:00,150.322,15.4125,0.659833333,20,179.241,235.972
29-03-2019 21:00,112.489,14.99333333,0.92975,21,150.322,179.241
29-03-2019 22:00,112.086,14.605,0.796,22,112.489,150.322
29-03-2019 23:00,106.789,14.47666667,1.146916667,23,112.086,112.489
30-03-2019 00:00,108.69,14.2625,1.1585,0,106.789,112.086
30-03-2019 01:00,104.89,14.15583333,0.89075,1,108.69,106.789
30-03-2019 02:00,106.615,14.10416667,0.673833333,2,104.89,108.69
30-03-2019 03:00,104.772,13.00083333,2.769083333,3,106.615,104.89
30-03-2019 04:00,105.145,11.92416667,7.231333333,4,104.772,106.615
30-03-2019 05:00,102.464,11.27416667,7.94875,5,105.145,104.772
30-03-2019 06:00,103.33,10.71833333,16.54975,6,102.464,105.145
30-03-2019 07:00,119.469,10.78916667,160.375,7,103.33,102.464
30-03-2019 08:00,119.522,11.34833333,308.9416667,8,119.469,103.33
30-03-2019 09:00,130.291,11.9275,326.1583333,9,119.522,119.469
30-03-2019 10:00,124.12,12.01583333,194.4583333,10,130.291,119.522
30-03-2019 11:00,130.227,12.75583333,214.3333333,11,124.12,130.291
30-03-2019 12:00,125.217,14.735,586.375,12,130.227,124.12
30-03-2019 13:00,128.999,17.18583333,903.1666667,13,125.217,130.227
30-03-2019 14:00,128.559,18.98,752.925,14,128.999,125.217
30-03-2019 15:00,126.76,20.15083333,616.175,15,128.559,128.999
30-03-2019 16:00,131.01,20.26666667,430.2916667,16,126.76,128.559
30-03-2019 17:00,123.888,18.4475,210.9,17,131.01,126.76
30-03-2019 18:00,127.834,17.3875,52.85225,18,123.888,131.01
30-03-2019 19:00,118.989,16.63583333,0.959666667,19,127.834,123.888
30-03-2019 20:00,117.492,16.2175,0.461583333,20,118.989,127.834
30-03-2019 21:00,107.559,15.9325,0.57225,21,117.492,118.989
30-03-2019 22:00,102.699,16.05083333,0.71525,22,107.559,117.492
30-03-2019 23:00,105.291,15.44333333,0.826083333,23,102.699,107.559
31-03-2019 00:00,104.27,14.96166667,1.047666667,0,105.291,102.699
31-03-2019 02:00,99.797,14.8575,0.837666667,2,104.27,105.291
31-03-2019 03:00,98.878,15.06416667,0.648333333,3,99.797,104.27
31-03-2019 04:00,103.471,14.17083333,1.156083333,4,98.878,99.797
31-03-2019 05:00,98.798,13.59083333,1.022416667,5,103.471,98.878
31-03-2019 06:00,99.827,12.61666667,14.86308333,6,98.798,103.471
31-03-2019 07:00,101.945,12.74583333,121.61,7,99.827,98.798
31-03-2019 08:00,101.299,14.28916667,315.0166667,8,101.945,99.827
31-03-2019 09:00,103.059,14.8625,628.275,9,101.299,101.945
31-03-2019 10:00,106.099,16.71583333,716.5416667,10,103.059,101.299
31-03-2019 11:00,102.416,17.92083333,861,11,106.099,103.059
31-03-2019 12:00,108.479,18.58333333,805,12,102.416,106.099
31-03-2019 13:00,106.076,20.55916667,817.1666667,13,108.479,102.416
31-03-2019 14:00,107.294,20.51166667,735.1666667,14,106.076,108.479
31-03-2019 15:00,111.96,18.85666667,550.0666667,15,107.294,106.076
31-03-2019 16:00,108.276,17.9325,341.6166667,16,111.96,107.294
31-03-2019 17:00,107.647,15.61166667,70.9525,17,108.276,111.96
31-03-2019 18:00,111.86,14.13833333,14.28333333,18,107.647,108.276
31-03-2019 19:00,106.642,14.61666667,4.0175,19,111.86,107.647
31-03-2019 20:00,104.757,14.73416667,3.004166667,20,106.642,111.86
31-03-2019 21:00,109.006,14.73,4.528916667,21,104.757,106.642
31-03-2019 22:00,106.903,14.49083333,5.610916667,22,109.006,104.757
31-03-2019 23:00,105.705,14.20916667,4.116333333,23,106.903,109.006
