Date,Power_kW
02-09-2019 03:00,95.339
02-09-2019 04:00,96.006
02-09-2019 05:00,94.875
02-09-2019 06:00,103.611
02-09-2019 07:00,388.777
02-09-2019 08:00,330.878
02-09-2019 09:00,364.24
02-09-2019 10:00,396.478
02-09-2019 11:00,482.023
02-09-2019 12:00,487.244
02-09-2019 13:00,483.104
02-09-2019 14:00,488.16
02-09-2019 15:00,504.957
02-09-2019 16:00,486.699
02-09-2019 17:00,485.71
02-09-2019 18:00,451.337
02-09-2019 19:00,186.419
02-09-2019 20:00,131.441
02-09-2019 21:00,106.482
02-09-2019 22:00,110.35
02-09-2019 23:00,107.096
02-10-2019 00:00,109.035
02-10-2019 01:00,105.72
02-10-2019 02:00,110.304
02-10-2019 03:00,104.366
02-10-2019 04:00,107.77
02-10-2019 05:00,114.713
02-10-2019 06:00,122.74
02-10-2019 07:00,401.273
02-10-2019 08:00,334.47
02-10-2019 09:00,381.877
02-10-2019 10:00,426.175
02-10-2019 11:00,432.891
02-10-2019 12:00,451.103
02-10-2019 13:00,463.473
02-10-2019 14:00,476.269
02-10-2019 15:00,493.239
02-10-2019 16:00,480.995
02-10-2019 17:00,457.892
02-10-2019 18:00,413.575
02-10-2019 19:00,231.165
02-10-2019 20:00,142.619
02-10-2019 21:00,119.612
02-10-2019 22:00,114.747
02-10-2019 23:00,115.989
02-11-2019 00:00,105.452
02-11-2019 01:00,101.065
02-11-2019 02:00,102.668
02-11-2019 03:00,106.521
02-11-2019 04:00,104.633
02-11-2019 05:00,106.242
02-11-2019 06:00,115.174
02-11-2019 07:00,116.721
02-11-2019 08:00,121.849
02-11-2019 09:00,136.111
02-11-2019 10:00,148.734
02-11-2019 11:00,138.011
02-11-2019 12:00,140.589
02-11-2019 13:00,127.986
02-11-2019 14:00,121.755
02-11-2019 15:00,122.651
02-11-2019 16:00,118.089
02-11-2019 17:00,125.692
02-11-2019 18:00,121.296
02-11-2019 19:00,118.314
02-11-2019 20:00,109.509
02-11-2019 21:00,107.107
02-11-2019 22:00,109.394
02-11-2019 23:00,107.839
02-12-2019 00:00,97.678
02-12-2019 01:00,99.072
02-12-2019 02:00,101.456
02-12-2019 03:00,98.884
02-12-2019 04:00,99.08
02-12-2019 05:00,103.551
02-12-2019 06:00,136.917
02-12-2019 07:00,173.805
02-12-2019 08:00,214.321
02-12-2019 09:00,359.979
02-12-2019 10:00,313.389
02-12-2019 11:00,320.299
02-12-2019 12:00,336.335
02-12-2019 13:00,321.505
02-12-2019 14:00,333.342
02-12-2019 15:00,324.855
02-12-2019 16:00,297.614
02-12-2019 17:00,262.575
02-12-2019 18:00,232.837
02-12-2019 19:00,169.674
02-12-2019 20:00,138.979
02-12-2019 21:00,117.318
02-12-2019 22:00,115.42
02-12-2019 23:00,111.631
13-02-2019 00:00,111.006
13-02-2019 01:00,108.215
13-02-2019 02:00,108.265
13-02-2019 03:00,110.914
13-02-2019 04:00,107.119
13-02-2019 05:00,108.069
13-02-2019 06:00,113.858
13-02-2019 07:00,160.452
13-02-2019 08:00,205.505
13-02-2019 09:00,244.011
13-02-2019 10:00,249.121
13-02-2019 11:00,336.624
13-02-2019 12:00,292.503
13-02-2019 13:00,281.482
13-02-2019 14:00,289.317
13-02-2019 15:00,279.266
13-02-2019 16:00,251.704
13-02-2019 17:00,243.072
13-02-2019 18:00,212.029
13-02-2019 19:00,167.942
13-02-2019 20:00,144.149
13-02-2019 21:00,119.148
13-02-2019 22:00,113.693
13-02-2019 23:00,109.576
14-02-2019 00:00,109.239
14-02-2019 01:00,106.643
14-02-2019 02:00,107.682
14-02-2019 03:00,108.729
14-02-2019 04:00,107.579
14-02-2019 05:00,110.481
14-02-2019 06:00,109.392
14-02-2019 07:00,159.689
14-02-2019 08:00,207.828
14-02-2019 09:00,230.939
14-02-2019 10:00,260.494
14-02-2019 11:00,341.278
14-02-2019 12:00,274.221
14-02-2019 13:00,279.979
14-02-2019 14:00,296.148
14-02-2019 15:00,279.224
14-02-2019 16:00,251.616
14-02-2019 17:00,233.419
14-02-2019 18:00,208.081
14-02-2019 19:00,161.012
14-02-2019 20:00,132.216
14-02-2019 21:00,118.937
14-02-2019 22:00,107.943
14-02-2019 23:00,107.13
15-02-2019 00:00,111.512
15-02-2019 01:00,108.273
15-02-2019 02:00,110.707
15-02-2019 03:00,109.162
15-02-2019 04:00,106.858
15-02-2019 05:00,109.127
15-02-2019 06:00,114.291
15-02-2019 07:00,151.053
15-02-2019 08:00,199.05
15-02-2019 09:00,233.592
15-02-2019 10:00,247.457
15-02-2019 11:00,335.279
15-02-2019 12:00,272.171
15-02-2019 13:00,281.52
15-02-2019 14:00,280.834
15-02-2019 15:00,268.728
15-02-2019 16:00,254.852
15-02-2019 17:00,236.915
15-02-2019 18:00,209.645
15-02-2019 19:00,156.281
15-02-2019 20:00,138.207
15-02-2019 21:00,114.245
15-02-2019 22:00,103.811
15-02-2019 23:00,103.42
16-02-2019 00:00,107.149
16-02-2019 01:00,102.327
16-02-2019 02:00,102.239
16-02-2019 03:00,106.333
16-02-2019 04:00,100.407
16-02-2019 05:00,100.698
16-02-2019 06:00,101.775
16-02-2019 07:00,120.125
16-02-2019 08:00,122.95
16-02-2019 09:00,125.519
16-02-2019 10:00,129.785
16-02-2019 11:00,126.186
16-02-2019 12:00,126.565
16-02-2019 13:00,126.132
16-02-2019 14:00,123.169
16-02-2019 15:00,130.617
16-02-2019 16:00,135.704
16-02-2019 17:00,133.561
16-02-2019 18:00,129.958
16-02-2019 19:00,127.83
16-02-2019 20:00,127.228
16-02-2019 21:00,105.562
16-02-2019 22:00,102.971
16-02-2019 23:00,106.571
17-02-2019 00:00,103.431
17-02-2019 01:00,101.434
17-02-2019 02:00,103.109
17-02-2019 03:00,100.694
17-02-2019 04:00,99.828
17-02-2019 05:00,99.272
17-02-2019 06:00,104.071
17-02-2019 07:00,101.15
17-02-2019 08:00,100.161
17-02-2019 09:00,108.008
17-02-2019 10:00,103.55
17-02-2019 11:00,104.294
17-02-2019 12:00,104.784
17-02-2019 13:00,109.561
17-02-2019 14:00,104.133
17-02-2019 15:00,108.349
17-02-2019 16:00,112.681
17-02-2019 17:00,112.29
17-02-2019 18:00,111.531
17-02-2019 19:00,112.282
17-02-2019 20:00,104.777
17-02-2019 21:00,104.987
17-02-2019 22:00,108.043
17-02-2019 23:00,104.52
18-02-2019 00:00,103.044
18-02-2019 01:00,101.269
18-02-2019 02:00,103.128
18-02-2019 03:00,101.008
18-02-2019 04:00,100.023
18-02-2019 05:00,101.189
18-02-2019 06:00,109.242
18-02-2019 07:00,151.516
18-02-2019 08:00,192.893
18-02-2019 09:00,235.555
18-02-2019 10:00,271.799
18-02-2019 11:00,378.553
18-02-2019 12:00,313.659
18-02-2019 13:00,321.31
18-02-2019 14:00,324.526
18-02-2019 15:00,320.356
18-02-2019 16:00,289.283
18-02-2019 17:00,274.662
18-02-2019 18:00,235.98
18-02-2019 19:00,187.324
18-02-2019 20:00,143.221
18-02-2019 21:00,127.021
18-02-2019 22:00,126.466
18-02-2019 23:00,121.823
19-02-2019 00:00,117.269
19-02-2019 01:00,114.264
19-02-2019 02:00,115.832
19-02-2019 03:00,111.401
19-02-2019 04:00,112.715
19-02-2019 05:00,111.496
19-02-2019 06:00,115.41
19-02-2019 07:00,168.835
19-02-2019 08:00,209.856
19-02-2019 09:00,241.96
19-02-2019 10:00,287.972
19-02-2019 11:00,331.633
19-02-2019 12:00,304.455
19-02-2019 13:00,273.896
19-02-2019 14:00,301.653
19-02-2019 15:00,272.531
19-02-2019 16:00,262.074
19-02-2019 17:00,253.015
19-02-2019 18:00,228.455
19-02-2019 19:00,182.816
19-02-2019 20:00,143.459
19-02-2019 21:00,122.31
19-02-2019 22:00,118.316
19-02-2019 23:00,120.52
20-02-2019 00:00,107.717
20-02-2019 01:00,111.592
20-02-2019 02:00,110.584
20-02-2019 03:00,111.071
20-02-2019 04:00,108.119
20-02-2019 05:00,106.318
20-02-2019 06:00,113.118
20-02-2019 07:00,163.177
20-02-2019 08:00,215.583
20-02-2019 09:00,240.124
20-02-2019 10:00,271.028
20-02-2019 11:00,350.16
20-02-2019 12:00,322.288
20-02-2019 13:00,286.622
20-02-2019 14:00,305.168
20-02-2019 15:00,289.877
20-02-2019 16:00,270.695
20-02-2019 17:00,255.015
20-02-2019 18:00,240.12
20-02-2019 19:00,189.294
20-02-2019 20:00,157.247
20-02-2019 21:00,124.495
20-02-2019 22:00,116.637
20-02-2019 23:00,117.871
21-02-2019 00:00,113.712
21-02-2019 01:00,115.981
21-02-2019 02:00,112.064
21-02-2019 03:00,114.011
21-02-2019 04:00,111.473
21-02-2019 05:00,113.129
21-02-2019 06:00,113.896
21-02-2019 07:00,165.217
21-02-2019 08:00,214.889
21-02-2019 09:00,251.003
21-02-2019 10:00,278.511
21-02-2019 11:00,374.823
21-02-2019 12:00,316.193
21-02-2019 13:00,314.694
21-02-2019 14:00,301.764
21-02-2019 15:00,297.609
21-02-2019 16:00,263.4
21-02-2019 17:00,261.568
21-02-2019 18:00,228.605
21-02-2019 19:00,187.059
21-02-2019 20:00,141.358
21-02-2019 21:00,121.275
21-02-2019 22:00,124.223
21-02-2019 23:00,118.818
22-02-2019 00:00,117.829
22-02-2019 01:00,113.731
22-02-2019 02:00,112.907
22-02-2019 03:00,109.626
22-02-2019 04:00,107.548
22-02-2019 05:00,110.047
22-02-2019 06:00,115.667
22-02-2019 07:00,164.899
22-02-2019 08:00,221.118
22-02-2019 09:00,246.74
22-02-2019 10:00,267.252
22-02-2019 11:00,368.705
22-02-2019 12:00,303.198
22-02-2019 13:00,295.987
22-02-2019 14:00,303.052
22-02-2019 15:00,282.567
22-02-2019 16:00,252.759
22-02-2019 17:00,249.956
22-02-2019 18:00,221.858
22-02-2019 19:00,188.405
22-02-2019 20:00,143.957
22-02-2019 21:00,123.978
22-02-2019 22:00,117.465
22-02-2019 23:00,114.724
23-02-2019 00:00,116.495
23-02-2019 01:00,112.102
23-02-2019 02:00,106.505
23-02-2019 03:00,106.812
23-02-2019 04:00,108.499
23-02-2019 05:00,106.804
23-02-2019 06:00,108.38
23-02-2019 07:00,121.712
23-02-2019 08:00,130.034
23-02-2019 09:00,136.164
23-02-2019 10:00,133.553
23-02-2019 11:00,132.557
23-02-2019 12:00,131.296
23-02-2019 13:00,131.786
23-02-2019 14:00,129.371
23-02-2019 15:00,137.107
23-02-2019 16:00,130.506
23-02-2019 17:00,130.092
23-02-2019 18:00,133.764
23-02-2019 19:00,125.216
23-02-2019 20:00,116.633
23-02-2019 21:00,108.683
23-02-2019 22:00,104.489
23-02-2019 23:00,104.608
24-02-2019 00:00,104.888
24-02-2019 01:00,100.744
24-02-2019 02:00,100.506
24-02-2019 03:00,102.059
24-02-2019 04:00,100.035
24-02-2019 05:00,98.797
24-02-2019 06:00,101.265
24-02-2019 07:00,97.466
24-02-2019 08:00,99.222
24-02-2019 09:00,99.398
24-02-2019 10:00,104.918
24-02-2019 11:00,102.722
24-02-2019 12:00,105.697
24-02-2019 13:00,109.304
24-02-2019 14:00,107.924
24-02-2019 15:00,106.13
24-02-2019 16:00,108.085
24-02-2019 17:00,105.198
24-02-2019 18:00,109.921
24-02-2019 19:00,113.605
24-02-2019 20:00,106.126
24-02-2019 21:00,103.427
24-02-2019 22:00,106.919
24-02-2019 23:00,103.029
25-02-2019 00:00,104.209
25-02-2019 01:00,105.838
25-02-2019 02:00,96.819
25-02-2019 03:00,99.697
25-02-2019 04:00,103.975
25-02-2019 05:00,95.83
25-02-2019 06:00,105.984
25-02-2019 07:00,160.586
25-02-2019 08:00,204.991
25-02-2019 09:00,230.257
25-02-2019 10:00,262.649
25-02-2019 11:00,390.383
25-02-2019 12:00,306.429
25-02-2019 13:00,312.85
25-02-2019 14:00,305.812
25-02-2019 15:00,288.163
25-02-2019 16:00,272.236
25-02-2019 17:00,263.622
25-02-2019 18:00,232.496
25-02-2019 19:00,185.192
25-02-2019 20:00,153.977
25-02-2019 21:00,121.015
25-02-2019 22:00,117.979
25-02-2019 23:00,116.296
26-02-2019 00:00,116.955
26-02-2019 01:00,111.079
26-02-2019 02:00,111.991
26-02-2019 03:00,113.808
26-02-2019 04:00,110.005
26-02-2019 05:00,110.676
26-02-2019 06:00,118.991
26-02-2019 07:00,163.499
26-02-2019 08:00,216.369
26-02-2019 09:00,255.703
26-02-2019 10:00,271.534
26-02-2019 11:00,391.042
26-02-2019 12:00,304.171
26-02-2019 13:00,316.863
26-02-2019 14:00,315.234
26-02-2019 15:00,294.212
26-02-2019 16:00,279.389
26-02-2019 17:00,269.867
26-02-2019 18:00,229.996
26-02-2019 19:00,187.216
26-02-2019 20:00,147.675
26-02-2019 21:00,129.038
26-02-2019 22:00,118.155
26-02-2019 23:00,124.235
27-02-2019 00:00,115.889
27-02-2019 01:00,117.998
27-02-2019 02:00,114.594
27-02-2019 03:00,114.824
27-02-2019 04:00,113.371
27-02-2019 05:00,115.253
27-02-2019 06:00,112.623
27-02-2019 07:00,177.449
27-02-2019 08:00,216.729
27-02-2019 09:00,245.272
27-02-2019 10:00,272.65
27-02-2019 11:00,385.189
27-02-2019 12:00,328.448
27-02-2019 13:00,305.266
27-02-2019 14:00,314.983
27-02-2019 15:00,286.718
27-02-2019 16:00,276.112
27-02-2019 17:00,256.091
27-02-2019 18:00,243.421
27-02-2019 19:00,192.65
27-02-2019 20:00,159.513
27-02-2019 21:00,131.843
27-02-2019 22:00,125.707
27-02-2019 23:00,123.09
28-02-2019 00:00,116.716
28-02-2019 01:00,110.457
28-02-2019 02:00,112.239
28-02-2019 03:00,112.853
28-02-2019 04:00,110.565
28-02-2019 05:00,114.139
28-02-2019 06:00,115.744
28-02-2019 07:00,169.27
28-02-2019 08:00,227.892
28-02-2019 09:00,250.761
28-02-2019 10:00,284.962
28-02-2019 11:00,386.373
28-02-2019 12:00,316.721
28-02-2019 13:00,309.205
28-02-2019 14:00,321.383
28-02-2019 15:00,295.625
28-02-2019 16:00,279.366
28-02-2019 17:00,265.24
28-02-2019 18:00,237.044
28-02-2019 19:00,195.696
28-02-2019 20:00,146.574
28-02-2019 21:00,123.84
28-02-2019 22:00,121.07
28-02-2019 23:00,118.885
03-01-2019 00:00,106.003
03-01-2019 01:00,97.861
03-01-2019 02:00,97.075
03-01-2019 03:00,98.325
03-01-2019 04:00,96.454
03-01-2019 05:00,96.792
03-01-2019 06:00,108.342
03-01-2019 07:00,145.805
03-01-2019 08:00,188.776
03-01-2019 09:00,240.561
03-01-2019 10:00,280.627
03-01-2019 11:00,281.742
03-01-2019 12:00,272.711
03-01-2019 13:00,246.169
03-01-2019 14:00,252.594
03-01-2019 15:00,256.266
03-01-2019 16:00,261.936
03-01-2019 17:00,239.005
03-01-2019 18:00,203.358
03-01-2019 19:00,170.189
03-01-2019 20:00,138.111
03-01-2019 21:00,112.34
03-01-2019 22:00,100.985
03-01-2019 23:00,107.59
03-02-2019 00:00,107.111
03-02-2019 01:00,103.117
03-02-2019 02:00,102.316
03-02-2019 03:00,104.021
03-02-2019 04:00,101.353
03-02-2019 05:00,100.165
03-02-2019 06:00,104.282
03-02-2019 07:00,99.245
03-02-2019 08:00,99.042
03-02-2019 09:00,104.052
03-02-2019 10:00,99.97
03-02-2019 11:00,101.802
03-02-2019 12:00,100.042
03-02-2019 13:00,100.575
03-02-2019 14:00,107.675
03-02-2019 15:00,102.822
03-02-2019 16:00,106.735
03-02-2019 17:00,108.135
03-02-2019 18:00,109.242
03-02-2019 19:00,117.649
03-02-2019 20:00,108.077
03-02-2019 21:00,110.231
03-02-2019 22:00,107.253
03-02-2019 23:00,106.919
03-03-2019 00:00,103.601
03-03-2019 01:00,101.676
03-03-2019 02:00,101.229
03-03-2019 03:00,102.534
03-03-2019 04:00,103.287
03-03-2019 05:00,103.251
03-03-2019 06:00,101.288
03-03-2019 07:00,103.784
03-03-2019 08:00,101.48
03-03-2019 09:00,101.292
03-03-2019 10:00,105.245
03-03-2019 11:00,103.65
03-03-2019 12:00,104.037
03-03-2019 13:00,105.448
03-03-2019 14:00,105.935
03-03-2019 15:00,108.223
03-03-2019 16:00,106.602
03-03-2019 17:00,106.776
03-03-2019 18:00,105.677
03-03-2019 19:00,103.296
03-03-2019 20:00,104.834
03-03-2019 21:00,101.227
03-03-2019 22:00,100.187
03-03-2019 23:00,105.129
03-04-2019 00:00,111.934
03-04-2019 01:00,108.623
03-04-2019 02:00,108.495
03-04-2019 03:00,111.138
03-04-2019 04:00,107.235
03-04-2019 05:00,110.174
03-04-2019 06:00,118.148
03-04-2019 07:00,155.733
03-04-2019 08:00,209.912
03-04-2019 09:00,250.16
03-04-2019 10:00,384.954
03-04-2019 11:00,337.775
03-04-2019 12:00,335.344
03-04-2019 13:00,335.003
03-04-2019 14:00,336.304
03-04-2019 15:00,329.901
03-04-2019 16:00,325.833
03-04-2019 17:00,309.189
03-04-2019 18:00,277.55
03-04-2019 19:00,235.796
03-04-2019 20:00,175.881
03-04-2019 21:00,151.302
03-04-2019 22:00,112.885
03-04-2019 23:00,112.153
03-05-2019 00:00,107.569
03-05-2019 01:00,103.497
03-05-2019 02:00,102.769
03-05-2019 03:00,101.501
03-05-2019 04:00,104.077
03-05-2019 05:00,106.685
03-05-2019 06:00,113.024
03-05-2019 07:00,154.336
03-05-2019 08:00,191.985
03-05-2019 09:00,239.338
03-05-2019 10:00,398.292
03-05-2019 11:00,418.224
03-05-2019 12:00,375.79
03-05-2019 13:00,361.292
03-05-2019 14:00,405.839
03-05-2019 15:00,393.837
03-05-2019 16:00,398.105
03-05-2019 17:00,383.227
03-05-2019 18:00,324.864
03-05-2019 19:00,205.488
03-05-2019 20:00,145.843
03-05-2019 21:00,131.477
03-05-2019 22:00,110.152
03-05-2019 23:00,109.495
03-06-2019 00:00,110.829
03-06-2019 01:00,105.753
03-06-2019 02:00,108.368
03-06-2019 03:00,104.562
03-06-2019 04:00,109.448
03-06-2019 05:00,103.68
03-06-2019 06:00,119.667
03-06-2019 07:00,243.639
03-06-2019 08:00,311.133
03-06-2019 09:00,341.439
03-06-2019 10:00,564.604
03-06-2019 11:00,560.999
03-06-2019 12:00,561.813
03-06-2019 13:00,552.096
03-06-2019 14:00,559.871
03-06-2019 15:00,569.867
03-06-2019 16:00,557.506
03-06-2019 17:00,547.803
03-06-2019 18:00,508.177
03-06-2019 19:00,237.678
03-06-2019 20:00,147.323
03-06-2019 21:00,128.026
03-06-2019 22:00,111.581
03-06-2019 23:00,110.274
03-07-2019 00:00,106.628
03-07-2019 01:00,103.439
03-07-2019 02:00,106.18
03-07-2019 03:00,102.224
03-07-2019 04:00,105.67
03-07-2019 05:00,105.175
03-07-2019 06:00,115.986
03-07-2019 07:00,372.152
03-07-2019 08:00,291.951
03-07-2019 09:00,383.276
03-07-2019 10:00,442.218
03-07-2019 11:00,428.95
03-07-2019 12:00,454.591
03-07-2019 13:00,434.919
03-07-2019 14:00,456.086
03-07-2019 15:00,468.456
03-07-2019 16:00,493.255
03-07-2019 17:00,455.12
03-07-2019 18:00,404.911
03-07-2019 19:00,214.947
03-07-2019 20:00,159.363
03-07-2019 21:00,114.276
03-07-2019 22:00,114.59
03-07-2019 23:00,106.533
03-08-2019 00:00,88.654
03-08-2019 01:00,87.814
03-08-2019 02:00,87.695
03-08-2019 03:00,88.278
03-08-2019 04:00,84.793
03-08-2019 05:00,85.269
03-08-2019 06:00,86.323
03-08-2019 07:00,103.872
03-08-2019 08:00,99.648
03-08-2019 09:00,100.775
03-08-2019 10:00,364.531
03-08-2019 11:00,181.965
03-08-2019 12:00,188.857
03-08-2019 13:00,167.39
03-08-2019 14:00,191.529
03-08-2019 15:00,165.14
03-08-2019 16:00,194.914
03-08-2019 17:00,162.024
03-08-2019 18:00,109.296
03-08-2019 19:00,103.454
03-08-2019 20:00,96.704
03-08-2019 21:00,84.839
03-08-2019 22:00,84.851
03-08-2019 23:00,86.649
03-09-2019 00:00,105.198
03-09-2019 01:00,106.85
03-09-2019 02:00,102.446
03-09-2019 03:00,109.442
03-09-2019 04:00,98.406
03-09-2019 05:00,106.352
03-09-2019 06:00,110.868
03-09-2019 07:00,405.866
03-09-2019 08:00,397.321
03-09-2019 09:00,455.791
03-09-2019 10:00,485.369
03-09-2019 11:00,501.806
03-09-2019 12:00,497.693
03-09-2019 13:00,500.641
03-09-2019 14:00,512.298
03-09-2019 15:00,496.21
03-09-2019 16:00,503.6
03-09-2019 17:00,478.178
03-09-2019 18:00,459.475
03-09-2019 19:00,178.342
03-09-2019 20:00,129.954
03-09-2019 21:00,108.572
03-09-2019 22:00,106.379
03-09-2019 23:00,109.469
03-10-2019 00:00,110.883
03-10-2019 01:00,111.841
03-10-2019 02:00,105.647
03-10-2019 03:00,100.878
03-10-2019 04:00,109.043
03-10-2019 05:00,107.736
03-10-2019 06:00,124.928
03-10-2019 07:00,376.368
03-10-2019 08:00,301.864
03-10-2019 09:00,375.421
03-10-2019 10:00,390.789
03-10-2019 11:00,414.173
03-10-2019 12:00,443.958
03-10-2019 13:00,477.097
03-10-2019 14:00,534.942
03-10-2019 15:00,541.336
03-10-2019 16:00,503.88
03-10-2019 17:00,479.826
03-10-2019 18:00,434.489
03-10-2019 19:00,231.181
03-10-2019 20:00,140.829
03-10-2019 21:00,115.357
03-10-2019 22:00,107.594
03-10-2019 23:00,113.103
03-11-2019 00:00,109.851
03-11-2019 01:00,104.112
03-11-2019 02:00,103.241
03-11-2019 03:00,106.933
03-11-2019 04:00,103.968
03-11-2019 05:00,104.543
03-11-2019 06:00,102.066
03-11-2019 07:00,104.746
03-11-2019 08:00,105.172
03-11-2019 09:00,102.788
03-11-2019 10:00,107.184
03-11-2019 11:00,104.764
03-11-2019 12:00,107.138
03-11-2019 13:00,102.9
03-11-2019 14:00,103.043
03-11-2019 15:00,107.065
03-11-2019 16:00,102.8
03-11-2019 17:00,106.831
03-11-2019 18:00,103.668
03-11-2019 19:00,104.113
03-11-2019 20:00,104.63
03-11-2019 21:00,102.399
03-11-2019 22:00,106.529
03-11-2019 23:00,102.907
03-12-2019 00:00,111.044
03-12-2019 01:00,109.78
03-12-2019 02:00,109.107
03-12-2019 03:00,109.556
03-12-2019 04:00,108.14
03-12-2019 05:00,112.885
03-12-2019 06:00,143.573
03-12-2019 07:00,199.269
03-12-2019 08:00,222.348
03-12-2019 09:00,357.798
03-12-2019 10:00,316.694
03-12-2019 11:00,321.445
03-12-2019 12:00,334.161
03-12-2019 13:00,321.333
03-12-2019 14:00,332.126
03-12-2019 15:00,329.329
03-12-2019 16:00,311.899
03-12-2019 17:00,255.641
03-12-2019 18:00,223.659
03-12-2019 19:00,182.423
03-12-2019 20:00,128.917
03-12-2019 21:00,118.297
03-12-2019 22:00,111.307
03-12-2019 23:00,110.501
13-03-2019 00:00,110.047
13-03-2019 01:00,106.571
13-03-2019 02:00,109.875
13-03-2019 03:00,106.21
13-03-2019 04:00,108.644
13-03-2019 05:00,106.08
13-03-2019 06:00,113.417
13-03-2019 07:00,165.665
13-03-2019 08:00,209.844
13-03-2019 09:00,251.329
13-03-2019 10:00,276.196
13-03-2019 11:00,393.289
13-03-2019 12:00,316.343
13-03-2019 13:00,307.265
13-03-2019 14:00,310.765
13-03-2019 15:00,310.289
13-03-2019 16:00,320.655
13-03-2019 17:00,306.878
13-03-2019 18:00,272.42
13-03-2019 19:00,224.38
13-03-2019 20:00,162.878
13-03-2019 21:00,144.248
13-03-2019 22:00,131.652
13-03-2019 23:00,123.909
14-03-2019 00:00,129.007
14-03-2019 01:00,120.271
14-03-2019 02:00,121.59
14-03-2019 03:00,118.607
14-03-2019 04:00,120.589
14-03-2019 05:00,121.256
14-03-2019 06:00,127.807
14-03-2019 07:00,178.227
14-03-2019 08:00,283.41
14-03-2019 09:00,282.317
14-03-2019 10:00,301.503
14-03-2019 11:00,322.564
14-03-2019 12:00,321.64
14-03-2019 13:00,312.398
14-03-2019 14:00,332.005
14-03-2019 15:00,322.928
14-03-2019 16:00,326.941
14-03-2019 17:00,308.656
14-03-2019 18:00,285.963
14-03-2019 19:00,233.423
14-03-2019 20:00,169.667
14-03-2019 21:00,149.036
14-03-2019 22:00,130.061
14-03-2019 23:00,125.001
15-03-2019 00:00,120.857
15-03-2019 01:00,124.093
15-03-2019 02:00,121.992
15-03-2019 03:00,119.911
15-03-2019 04:00,121.651
15-03-2019 05:00,119.5
15-03-2019 06:00,133.254
15-03-2019 07:00,167.869
15-03-2019 08:00,267.456
15-03-2019 09:00,284.104
15-03-2019 10:00,293.718
15-03-2019 11:00,325.232
15-03-2019 12:00,321.513
15-03-2019 13:00,316.127
15-03-2019 14:00,330.165
15-03-2019 15:00,339.699
15-03-2019 16:00,319.704
15-03-2019 17:00,288.869
15-03-2019 18:00,273.692
15-03-2019 19:00,206.663
15-03-2019 20:00,161.027
15-03-2019 21:00,141.373
15-03-2019 22:00,127.033
15-03-2019 23:00,113.149
16-03-2019 00:00,110.113
16-03-2019 01:00,115.119
16-03-2019 02:00,112.907
16-03-2019 03:00,111.811
16-03-2019 04:00,113.923
16-03-2019 05:00,110.592
16-03-2019 06:00,110.929
16-03-2019 07:00,123.073
16-03-2019 08:00,132.081
16-03-2019 09:00,134.389
16-03-2019 10:00,139.61
16-03-2019 11:00,139.265
16-03-2019 12:00,139.522
16-03-2019 13:00,146.464
16-03-2019 14:00,142.033
16-03-2019 15:00,147.813
16-03-2019 16:00,149.96
16-03-2019 17:00,140.687
16-03-2019 18:00,140.572
16-03-2019 19:00,143.808
16-03-2019 20:00,126.466
16-03-2019 21:00,126.27
16-03-2019 22:00,131.414
16-03-2019 23:00,115.767
17-03-2019 00:00,115.069
17-03-2019 01:00,112.524
17-03-2019 02:00,114.82
17-03-2019 03:00,112.547
17-03-2019 04:00,113.068
17-03-2019 05:00,116.756
17-03-2019 06:00,113.333
17-03-2019 07:00,113.03
17-03-2019 08:00,123.318
17-03-2019 09:00,121.935
17-03-2019 10:00,121.038
17-03-2019 11:00,124.235
17-03-2019 12:00,124.66
17-03-2019 13:00,126.017
17-03-2019 14:00,122.314
17-03-2019 15:00,123.364
17-03-2019 16:00,124.967
17-03-2019 17:00,127.734
17-03-2019 18:00,131.794
17-03-2019 19:00,124.963
17-03-2019 20:00,122.851
17-03-2019 21:00,120.785
17-03-2019 22:00,116.717
17-03-2019 23:00,110.093
18-03-2019 00:00,116.323
18-03-2019 01:00,110.339
18-03-2019 02:00,109.139
18-03-2019 03:00,109.848
18-03-2019 04:00,112.765
18-03-2019 05:00,110.649
18-03-2019 06:00,115.495
18-03-2019 07:00,158.635
18-03-2019 08:00,281.961
18-03-2019 09:00,243.881
18-03-2019 10:00,305.494
18-03-2019 11:00,324.576
18-03-2019 12:00,318.025
18-03-2019 13:00,315.441
18-03-2019 14:00,319.543
18-03-2019 15:00,326.991
18-03-2019 16:00,328.229
18-03-2019 17:00,310.972
18-03-2019 18:00,288.462
18-03-2019 19:00,210.764
18-03-2019 20:00,165.727
18-03-2019 21:00,130.008
18-03-2019 22:00,128.823
18-03-2019 23:00,120.965
19-03-2019 00:00,121.712
19-03-2019 01:00,116.625
19-03-2019 02:00,118.918
19-03-2019 03:00,116.721
19-03-2019 04:00,115.932
19-03-2019 05:00,119.171
19-03-2019 06:00,125.434
19-03-2019 07:00,170.422
19-03-2019 08:00,296.83
19-03-2019 09:00,286.331
19-03-2019 10:00,316.308
19-03-2019 11:00,325.485
19-03-2019 12:00,328.344
19-03-2019 13:00,309.089
19-03-2019 14:00,326.217
19-03-2019 15:00,306.226
19-03-2019 16:00,283.993
19-03-2019 17:00,265.301
19-03-2019 18:00,236.294
19-03-2019 19:00,195.619
19-03-2019 20:00,147.223
19-03-2019 21:00,115.322
19-03-2019 22:00,108.733
